dictor;sex;village;sound;f1;f2
ltk;f;Naikhin;e;466.277650;1372.336704
ltk;f;Naikhin;e;469.121088;1305.210732
ltk;f;Naikhin;e;466.822811;1168.123962
ltk;f;Naikhin;e;462.077219;1151.355892
ltk;f;Naikhin;e;455.766044;1148.377792
ltk;f;Naikhin;e;454.551721;1170.906235
ltk;f;Naikhin;e;445.939696;1194.387185
ltk;f;Naikhin;e;442.187469;1385.669589
ltk;f;Naikhin;e;458.771316;1366.295171
ltk;f;Naikhin;e;493.853081;1356.641343
ltk;f;Naikhin;e;563.734363;1390.129744
ltk;f;Naikhin;e;550.397812;1352.615382
ltk;f;Naikhin;e;496.374860;1327.380598
ltk;f;Naikhin;e;475.255203;1310.330890
ltk;f;Naikhin;e;486.930877;1283.531515
ltk;f;Naikhin;e;498.998268;1237.254024
ltk;f;Naikhin;e;457.255475;1226.222401
ltk;f;Naikhin;e;422.501093;1138.335229
ltk;f;Naikhin;e;359.665518;1497.810793
ltk;f;Naikhin;e;404.477149;1285.487354
ltk;f;Naikhin;e;466.854357;1322.884981
ltk;f;Naikhin;e;488.000801;1344.957438
ltk;f;Naikhin;e;484.489824;1335.297922
ltk;f;Naikhin;e;467.030747;1312.611010
ltk;f;Naikhin;e;445.667659;1271.155861
ltk;f;Naikhin;e;443.381716;1267.845876
ltk;f;Naikhin;e;436.729535;1225.543182
ltk;f;Naikhin;e;424.404578;1205.335402
ltk;f;Naikhin;e;410.191309;1198.539512
ltk;f;Naikhin;e;428.137906;1225.188036
ltk;f;Naikhin;e;449.912722;1278.695149
rab;f;Naikhin;i;337.404085;2110.531503
rab;f;Naikhin;i;348.681189;2095.833706
rab;f;Naikhin;i;359.162157;2046.061851
rab;f;Naikhin;i;363.491705;2113.041297
rab;f;Naikhin;i;363.002037;2123.001507
rab;f;Naikhin;i;364.685324;2108.545199
rab;f;Naikhin;i;364.356481;2112.544916
rab;f;Naikhin;i;355.077850;2115.064338
rab;f;Naikhin;i;356.128827;2127.307663
rab;f;Naikhin;i;363.151641;2124.343981
rab;f;Naikhin;i;358.404419;2140.243761
rab;f;Naikhin;i;348.511151;2056.027846
rab;f;Naikhin;i;337.748941;1893.142090
rab;f;Naikhin;i;325.549162;2137.159981
rab;f;Naikhin;i;335.701455;2094.519309
rab;f;Naikhin;i;353.732843;2137.588125
rab;f;Naikhin;i;353.008831;2197.379228
rab;f;Naikhin;i;358.756001;2228.908925
rab;f;Naikhin;i;355.595358;2139.659724
rab;f;Naikhin;i;354.806829;2101.586782
rab;f;Naikhin;i;354.040656;2123.761434
rab;f;Naikhin;i;350.178261;2173.889199
rab;f;Naikhin;i;345.195652;2176.835275
rab;f;Naikhin;i;347.680454;2117.956133
rab;f;Naikhin;i;339.172140;2036.411224
rab;f;Naikhin;i;266.607692;2050.931634
rab;f;Naikhin;i;270.570638;1979.383048
rab;f;Naikhin;i;272.367100;2026.508188
rab;f;Naikhin;i;276.476661;2133.670700
rab;f;Naikhin;i;280.364211;2148.046061
rab;f;Naikhin;i;279.504600;2171.887896
rab;f;Naikhin;i;286.248866;2168.768961
rab;f;Naikhin;i;326.188148;2235.817715
rab;f;Naikhin;i;344.073451;2255.854169
rab;f;Naikhin;i;350.867643;2246.091919
rab;f;Naikhin;i;344.866722;2214.973807
rab;f;Naikhin;i;362.900364;2215.612072
rab;f;Naikhin;i;384.194134;2203.611179
rab;f;Naikhin;i;337.671991;2005.721748
rab;f;Naikhin;i;341.631606;1965.086126
rab;f;Naikhin;i;345.024790;2241.119391
rab;f;Naikhin;i;354.496708;2138.246596
rab;f;Naikhin;i;363.159429;2116.156970
rab;f;Naikhin;i;361.071165;2132.338318
rab;f;Naikhin;i;361.591500;2123.677603
rab;f;Naikhin;i;362.033783;2107.284623
rab;f;Naikhin;i;371.819789;2079.384140
rab;f;Naikhin;i;335.980205;1925.382793
rab;f;Naikhin;i;351.885516;1882.801041
rab;f;Naikhin;i;360.287774;1986.009806
rab;f;Naikhin;i;360.351501;1975.400218
rab;f;Naikhin;i;360.916986;2001.233391
rab;f;Naikhin;i;359.052780;2072.065612
rab;f;Naikhin;i;359.056157;2133.129178
rab;f;Naikhin;i;356.969782;2150.011908
rab;f;Naikhin;i;355.859960;2132.448588
rab;f;Naikhin;i;353.239129;2069.030699
rab;f;Naikhin;i;355.269756;2073.741909
rab;f;Naikhin;i;357.196237;2097.722719
rab;f;Naikhin;i;285.213419;2051.112457
rab;f;Naikhin;i;289.921391;2001.285160
rab;f;Naikhin;i;288.889374;2219.751074
rab;f;Naikhin;i;285.977469;2161.048998
rab;f;Naikhin;i;298.627701;2284.079787
rab;f;Naikhin;i;316.682395;2334.659726
rab;f;Naikhin;i;321.123433;2329.913038
rab;f;Naikhin;i;312.805477;2291.909483
rab;f;Naikhin;i;318.920687;1115.076176
rab;f;Naikhin;i;341.343201;2251.520267
rab;f;Naikhin;i;251.077236;2203.426468
rab;f;Naikhin;i;256.846546;2187.107196
rab;f;Naikhin;i;261.696150;2256.189079
rab;f;Naikhin;i;264.848994;2292.589077
rab;f;Naikhin;i;266.164847;2292.513091
rab;f;Naikhin;i;271.197500;2312.713766
rab;f;Naikhin;i;277.138374;2328.659524
rab;f;Naikhin;i;284.871844;2343.913661
rab;f;Naikhin;i;295.874897;2324.080185
rab;f;Naikhin;i;316.353205;2309.536093
rab;f;Naikhin;i;329.765158;2303.242351
rab;f;Naikhin;i;336.430762;2313.012213
rab;f;Naikhin;i;331.617550;2349.749511
rab;f;Naikhin;i;335.468515;2344.126096
rab;f;Naikhin;i;336.644041;2321.473520
rab;f;Naikhin;i;334.682612;2317.227136
rab;f;Naikhin;i;335.015082;2313.502078
rab;f;Naikhin;i;327.742452;2336.696456
rab;f;Naikhin;i;324.975102;2333.823609
rab;f;Naikhin;i;327.607845;2356.083551
rab;f;Naikhin;i;332.158623;2379.407040
rab;f;Naikhin;i;334.220818;2364.789818
rab;f;Naikhin;i;333.697984;2368.494454
rab;f;Naikhin;i;330.808736;2364.838486
rab;f;Naikhin;i;328.085749;2370.055768
rab;f;Naikhin;i;329.161369;2366.405053
rab;f;Naikhin;i;330.347287;2376.618270
rab;f;Naikhin;i;330.087421;2373.725976
rab;f;Naikhin;i;330.567903;2370.622371
rab;f;Naikhin;i;334.129989;2385.426900
rab;f;Naikhin;i;337.633635;2380.706430
rab;f;Naikhin;i;341.482549;2375.740336
rab;f;Naikhin;i;344.474402;2368.800696
rab;f;Naikhin;i;342.315597;2388.681323
rab;f;Naikhin;i;335.737862;2417.129963
rab;f;Naikhin;i;325.462646;2444.043145
rab;f;Naikhin;i;351.618346;2443.486113
rab;f;Naikhin;i;361.127915;2452.378586
rab;f;Naikhin;i;321.737322;2443.089552
rab;f;Naikhin;i;315.334561;2143.684383
rab;f;Naikhin;i;331.678206;2232.491184
rab;f;Naikhin;i;327.034974;2236.021257
rab;f;Naikhin;i;320.894076;2227.430311
rab;f;Naikhin;i;326.768491;2226.854682
rab;f;Naikhin;i;336.368125;2248.277863
rab;f;Naikhin;i;345.249391;2263.870036
rab;f;Naikhin;i;337.207917;2248.171885
rab;f;Naikhin;i;311.461089;2248.624365
rab;f;Naikhin;i;312.368419;2260.011962
rab;f;Naikhin;i;323.560194;2286.092005
rab;f;Naikhin;i;333.923295;2287.355990
rab;f;Naikhin;i;347.764554;2279.551752
rab;f;Naikhin;i;356.377438;2270.507077
rab;f;Naikhin;i;355.613497;2251.170209
rab;f;Naikhin;i;344.994869;2251.585257
rab;f;Naikhin;i;332.461438;2269.462712
rab;f;Naikhin;i;332.299885;2293.539081
rab;f;Naikhin;i;338.997573;2298.360206
rab;f;Naikhin;i;344.939723;2305.312937
rab;f;Naikhin;i;345.130910;2327.531857
rab;f;Naikhin;i;344.149889;2321.014688
rab;f;Naikhin;i;346.108896;2310.376664
rab;f;Naikhin;i;344.910149;2309.238024
rab;f;Naikhin;i;336.468532;2312.965289
rab;f;Naikhin;i;331.078209;2315.756980
rab;f;Naikhin;i;333.223031;2328.342140
rab;f;Naikhin;i;336.661765;2312.072594
rab;f;Naikhin;i;341.473662;2319.430527
rab;f;Naikhin;i;343.400801;2325.644697
rab;f;Naikhin;i;342.773999;2325.120110
rab;f;Naikhin;i;345.187323;2323.130383
rab;f;Naikhin;i;344.381023;2304.397018
rab;f;Naikhin;i;335.243639;2332.239527
rab;f;Naikhin;i;315.013998;2342.320484
rab;f;Naikhin;i;315.105168;2365.005947
rab;f;Naikhin;i;343.985409;2352.431020
rab;f;Naikhin;i;342.288760;2358.130660
rab;f;Naikhin;i;311.653132;2381.069542
rab;f;Naikhin;i;267.685014;2358.096489
rab;f;Naikhin;i;290.122448;2311.688687
rab;f;Naikhin;i;289.074615;2330.984434
rab;f;Naikhin;i;279.396062;2341.260383
rab;f;Naikhin;i;334.721361;2098.944606
rab;f;Naikhin;i;357.023491;2108.779053
rab;f;Naikhin;i;366.713789;2153.430869
rab;f;Naikhin;i;367.817495;2155.718830
rab;f;Naikhin;i;367.780260;2162.096756
rab;f;Naikhin;i;368.018426;2169.732438
rab;f;Naikhin;i;365.828669;2194.101738
rab;f;Naikhin;i;364.630156;2206.845025
rab;f;Naikhin;i;366.422056;2193.816532
rab;f;Naikhin;i;369.501383;2170.437080
rab;f;Naikhin;i;366.413118;2206.175044
rab;f;Naikhin;i;364.321291;2238.330799
rab;f;Naikhin;i;366.558635;2225.270663
rab;f;Naikhin;i;363.474189;2203.792133
rab;f;Naikhin;i;356.815997;2207.202787
rab;f;Naikhin;i;352.164725;2216.359477
rab;f;Naikhin;i;346.891170;2204.820797
rab;f;Naikhin;i;342.997263;2222.322392
rab;f;Naikhin;i;344.207440;2239.366285
rab;f;Naikhin;i;347.864538;2246.688060
rab;f;Naikhin;i;347.985767;2229.510695
rab;f;Naikhin;i;332.402037;2234.813776
rab;f;Naikhin;i;314.306829;2233.068179
rab;f;Naikhin;i;280.580411;2261.162836
rab;f;Naikhin;i;262.167423;2273.602728
rab;f;Naikhin;i;270.480976;2231.159173
rab;f;Naikhin;i;286.474831;2201.213010
rab;f;Naikhin;i;323.180293;2260.374473
rab;f;Naikhin;i;328.491608;2292.193285
rab;f;Naikhin;i;329.683550;2306.015174
rab;f;Naikhin;i;331.414137;2304.488099
rab;f;Naikhin;i;337.304644;2284.711142
rab;f;Naikhin;i;355.309258;2289.427024
rab;f;Naikhin;i;363.850544;2311.214798
rab;f;Naikhin;i;371.168192;2331.375655
rab;f;Naikhin;i;375.118341;2327.777003
rab;f;Naikhin;i;371.725141;2316.801330
rab;f;Naikhin;i;365.146705;2312.295184
rab;f;Naikhin;i;357.884630;2315.195011
rab;f;Naikhin;i;356.010481;2289.601096
rab;f;Naikhin;i;352.707254;2288.317125
rab;f;Naikhin;i;355.399175;2303.409656
rab;f;Naikhin;i;360.979889;2307.030725
rab;f;Naikhin;i;361.516477;2317.827117
rab;f;Naikhin;i;362.519607;2326.094102
rab;f;Naikhin;i;363.731028;2325.465615
rab;f;Naikhin;i;362.677711;2327.038914
rab;f;Naikhin;i;361.806846;2343.445150
rab;f;Naikhin;i;361.867848;2358.551459
rab;f;Naikhin;i;360.690690;2352.397793
rab;f;Naikhin;i;358.932719;2324.752152
rab;f;Naikhin;i;365.940508;2339.387809
rab;f;Naikhin;i;372.810846;2348.169778
rab;f;Naikhin;i;380.955727;2343.061242
rab;f;Naikhin;i;383.162565;2362.423852
rab;f;Naikhin;i;381.094779;2407.007544
rab;f;Naikhin;i;373.498797;2393.759067
rab;f;Naikhin;i;360.523728;2392.545747
rab;f;Naikhin;i;368.336311;2387.715203
rab;f;Naikhin;i;327.571008;2348.087573
rab;f;Naikhin;i;306.415952;2330.427194
rab;f;Naikhin;i;286.612673;2364.711358
rab;f;Naikhin;i;289.420249;2387.725238
rab;f;Naikhin;i;299.315169;2472.805124
rab;f;Naikhin;i;352.340293;2162.231399
rab;f;Naikhin;i;344.436405;2182.855774
rab;f;Naikhin;i;334.175214;2238.342887
rab;f;Naikhin;i;343.250193;2257.796833
rab;f;Naikhin;i;348.815619;2260.238549
rab;f;Naikhin;i;360.493181;2272.877788
rab;f;Naikhin;i;360.544174;2268.621809
rab;f;Naikhin;i;347.408156;2275.986963
rab;f;Naikhin;i;334.122076;2293.304746
rab;f;Naikhin;i;321.784477;2301.132360
rab;f;Naikhin;i;306.928931;2299.707872
rab;f;Naikhin;i;305.520423;2291.053771
rab;f;Naikhin;i;314.540836;2292.621889
rab;f;Naikhin;i;328.273420;2297.426044
rab;f;Naikhin;i;340.702166;2291.741002
rab;f;Naikhin;i;343.376823;2297.954976
rab;f;Naikhin;i;341.785406;2319.339302
rab;f;Naikhin;i;339.082598;2335.266306
rab;f;Naikhin;i;333.564748;2337.070799
rab;f;Naikhin;i;338.214457;2360.742813
rab;f;Naikhin;i;346.726456;2367.764348
rab;f;Naikhin;i;350.930014;2356.722573
rab;f;Naikhin;i;351.597220;2342.418798
rab;f;Naikhin;i;352.296571;2342.372370
rab;f;Naikhin;i;355.150778;2333.033863
rab;f;Naikhin;i;357.326367;2349.749903
rab;f;Naikhin;i;350.942928;2337.791813
rab;f;Naikhin;i;341.872011;2364.986899
rab;f;Naikhin;i;313.549907;2347.361136
rab;f;Naikhin;i;309.230338;2403.972859
rab;f;Naikhin;i;323.982802;2402.127203
rab;f;Naikhin;i;296.817750;2397.608265
rab;f;Naikhin;i;266.690902;2376.215755
rab;f;Naikhin;i;286.373574;2379.097367
rab;f;Naikhin;i;295.993353;2353.398716
rab;f;Naikhin;i;302.622681;2211.945969
rab;f;Naikhin;i;319.020802;2195.382228
rab;f;Naikhin;i;322.391478;2233.292672
rab;f;Naikhin;i;340.992885;2255.549125
rab;f;Naikhin;i;354.205988;2261.271011
rab;f;Naikhin;i;353.945753;2279.677679
rab;f;Naikhin;i;345.163497;2270.175741
rab;f;Naikhin;i;345.830474;2273.372774
rab;f;Naikhin;i;334.097823;2328.156144
rab;f;Naikhin;i;306.537585;2330.752711
rab;f;Naikhin;i;294.260252;2315.618685
rab;f;Naikhin;i;307.067799;2317.799274
rab;f;Naikhin;i;323.271477;2340.827772
rab;f;Naikhin;i;350.480598;2323.352383
rab;f;Naikhin;e;453.615673;1510.556959
rab;f;Naikhin;e;452.470794;1434.995359
rab;f;Naikhin;e;460.159665;1430.151899
rab;f;Naikhin;e;467.143145;1410.258347
rab;f;Naikhin;e;479.159544;1410.820529
rab;f;Naikhin;e;491.777658;1409.055254
rab;f;Naikhin;e;507.027115;1407.731999
rab;f;Naikhin;e;510.706166;1331.607518
rab;f;Naikhin;e;516.060604;1277.770148
rab;f;Naikhin;e;521.412231;1259.761046
rab;f;Naikhin;e;523.651705;1256.612135
rab;f;Naikhin;e;523.366164;1261.394383
rab;f;Naikhin;e;510.971110;1229.582941
rab;f;Naikhin;e;488.479399;1170.320715
rab;f;Naikhin;e;452.795270;1123.520926
rab;f;Naikhin;e;402.334358;1070.377466
rab;f;Naikhin;e;421.199781;1602.483188
rab;f;Naikhin;e;429.252800;1453.558693
rab;f;Naikhin;e;439.081254;1385.878996
rab;f;Naikhin;e;456.046481;1370.129012
rab;f;Naikhin;e;469.370264;1393.742238
rab;f;Naikhin;e;479.312480;1387.601199
rab;f;Naikhin;e;497.517973;1408.581490
rab;f;Naikhin;e;492.108194;1301.023928
rab;f;Naikhin;e;489.937542;1276.976725
rab;f;Naikhin;e;490.137134;1241.552978
rab;f;Naikhin;e;493.131013;1225.029819
rab;f;Naikhin;e;501.629913;1220.585083
rab;f;Naikhin;e;502.509051;1172.111526
rab;f;Naikhin;e;488.909393;1101.287818
rab;f;Naikhin;e;452.469909;1456.216035
rab;f;Naikhin;e;474.963236;1452.274286
rab;f;Naikhin;e;483.023049;1422.720169
rab;f;Naikhin;e;496.361503;1427.944193
rab;f;Naikhin;e;507.113864;1441.413993
rab;f;Naikhin;e;509.255193;1427.046910
rab;f;Naikhin;e;512.919231;1427.308454
rab;f;Naikhin;e;516.702463;1359.434919
rab;f;Naikhin;e;525.555322;1347.185340
rab;f;Naikhin;e;523.882795;1310.748637
rab;f;Naikhin;e;523.646884;1268.045474
rab;f;Naikhin;e;539.612432;1263.485493
rab;f;Naikhin;e;569.752280;1310.521767
rab;f;Naikhin;e;412.256919;1577.862781
rab;f;Naikhin;e;420.955074;1503.511262
rab;f;Naikhin;e;424.466556;1505.086653
rab;f;Naikhin;e;434.932135;1521.642287
rab;f;Naikhin;e;450.041473;1528.789513
rab;f;Naikhin;e;463.430107;1545.899994
rab;f;Naikhin;e;488.741703;1589.155735
rab;f;Naikhin;e;506.487455;1642.099897
rab;f;Naikhin;e;512.681753;1650.452888
rab;f;Naikhin;e;512.664097;1643.837212
rab;f;Naikhin;e;511.635740;1626.860743
rab;f;Naikhin;e;527.414379;1602.062132
rab;f;Naikhin;e;543.460021;1596.670015
rab;f;Naikhin;e;548.605042;1592.191905
rab;f;Naikhin;e;550.349417;1599.289588
rab;f;Naikhin;e;549.454588;1599.334654
rab;f;Naikhin;e;528.342385;1574.560972
rab;f;Naikhin;e;513.379874;1545.102903
rab;f;Naikhin;e;522.780373;1529.937639
rab;f;Naikhin;e;525.774441;1502.804891
rab;f;Naikhin;e;518.265652;1497.843298
rab;f;Naikhin;e;510.102884;1487.892829
rab;f;Naikhin;e;496.036047;1381.925370
rab;f;Naikhin;e;463.175370;1229.822322
rab;f;Naikhin;e;444.094606;1183.352326
rab;f;Naikhin;e;418.011155;1524.865800
rab;f;Naikhin;e;432.139648;1507.869146
rab;f;Naikhin;e;440.837403;1503.411106
rab;f;Naikhin;e;455.922962;1522.538857
rab;f;Naikhin;e;468.239465;1562.250189
rab;f;Naikhin;e;482.164026;1598.931823
rab;f;Naikhin;e;507.147282;1630.437943
rab;f;Naikhin;e;514.681998;1642.904620
rab;f;Naikhin;e;514.031435;1650.238015
rab;f;Naikhin;e;519.552805;1649.712769
rab;f;Naikhin;e;522.153686;1646.136738
rab;f;Naikhin;e;514.270274;1639.528325
rab;f;Naikhin;e;516.462720;1628.996870
rab;f;Naikhin;e;524.229133;1618.177051
rab;f;Naikhin;e;535.905176;1623.156802
rab;f;Naikhin;e;548.828651;1626.145731
rab;f;Naikhin;e;556.117286;1615.407439
rab;f;Naikhin;e;557.580245;1611.631452
rab;f;Naikhin;e;551.143586;1605.612035
rab;f;Naikhin;e;550.216982;1601.620513
rab;f;Naikhin;e;549.666653;1591.607974
rab;f;Naikhin;e;540.158410;1590.908618
rab;f;Naikhin;e;534.376841;1610.579859
rab;f;Naikhin;e;538.050357;1588.364448
rab;f;Naikhin;e;547.419361;1544.326398
rab;f;Naikhin;e;547.041580;1541.127071
rab;f;Naikhin;e;537.333171;1370.650061
rab;f;Naikhin;e;538.033753;1396.232852
rab;f;Naikhin;e;531.599382;1311.972114
rab;f;Naikhin;e;511.438460;1249.160305
rab;f;Naikhin;e;503.602389;1269.044469
rab;f;Naikhin;e;510.766804;1252.341820
rab;f;Naikhin;e;515.967200;1220.123767
rab;f;Naikhin;e;515.952788;1206.855677
rab;f;Naikhin;e;500.280666;1175.688297
rab;f;Naikhin;e;451.691471;1570.690457
rab;f;Naikhin;e;460.696816;1558.041682
rab;f;Naikhin;e;473.871242;1552.443656
rab;f;Naikhin;e;483.401117;1567.683414
rab;f;Naikhin;e;493.904107;1585.021909
rab;f;Naikhin;e;506.236354;1628.311593
rab;f;Naikhin;e;514.615755;1609.808342
rab;f;Naikhin;e;515.013176;1534.424723
rab;f;Naikhin;e;509.929138;1485.326112
rab;f;Naikhin;e;511.568490;1495.981288
rab;f;Naikhin;e;517.435782;1517.831631
rab;f;Naikhin;e;524.321875;1540.604448
rab;f;Naikhin;e;532.604021;1576.706715
rab;f;Naikhin;e;540.507751;1566.300272
rab;f;Naikhin;e;527.475633;1541.841052
rab;f;Naikhin;e;518.837830;1538.045098
rab;f;Naikhin;e;519.637910;1548.923521
rab;f;Naikhin;e;520.838281;1559.571294
rab;f;Naikhin;e;524.038922;1560.779129
rab;f;Naikhin;e;534.855377;1570.293674
rab;f;Naikhin;e;544.756400;1594.545910
rab;f;Naikhin;e;545.880656;1618.724514
rab;f;Naikhin;e;534.808869;1631.151106
rab;f;Naikhin;e;527.524940;1639.469082
rab;f;Naikhin;e;527.923914;1615.919665
rab;f;Naikhin;e;530.824856;1602.721684
rab;f;Naikhin;e;527.798904;1590.246664
rab;f;Naikhin;e;523.703064;1580.887764
rab;f;Naikhin;e;511.942038;1567.561698
rab;f;Naikhin;e;514.676720;1555.938996
rab;f;Naikhin;e;530.250824;1565.771754
rab;f;Naikhin;e;536.459841;1415.902271
rab;f;Naikhin;e;528.419124;1541.660229
rab;f;Naikhin;e;526.801022;1506.824681
rab;f;Naikhin;e;527.186145;1487.658236
rab;f;Naikhin;e;524.034793;1447.853025
rab;f;Naikhin;e;527.874478;1432.239416
rab;f;Naikhin;e;528.823944;1365.661817
rab;f;Naikhin;e;530.977855;1353.237519
rab;f;Naikhin;e;528.086443;1298.748519
rab;f;Naikhin;e;524.930043;1273.959523
rab;f;Naikhin;e;521.600430;1269.583206
rab;f;Naikhin;e;515.679443;1284.628209
rab;f;Naikhin;e;442.484342;1638.156541
rab;f;Naikhin;e;444.284278;1616.269830
rab;f;Naikhin;e;447.319313;1612.465301
rab;f;Naikhin;e;453.465726;1642.086644
rab;f;Naikhin;e;458.999492;1693.473868
rab;f;Naikhin;e;442.750278;1704.973021
rab;f;Naikhin;e;416.559223;1636.147251
rab;f;Naikhin;e;414.527114;1637.454566
rab;f;Naikhin;e;404.939795;1676.941942
rab;f;Naikhin;e;436.796473;1675.643196
rab;f;Naikhin;e;453.304713;1605.140072
rab;f;Naikhin;e;478.189774;1629.467603
rab;f;Naikhin;e;493.535117;1656.540823
rab;f;Naikhin;e;491.240972;1659.101465
rab;f;Naikhin;e;475.046026;1719.674585
rab;f;Naikhin;e;460.569606;1823.282168
rab;f;Naikhin;e;415.545601;1684.265596
rab;f;Naikhin;e;439.182813;1552.249212
rab;f;Naikhin;e;454.246932;1533.396856
rab;f;Naikhin;e;471.782504;1555.474035
rab;f;Naikhin;e;491.012386;1582.990938
rab;f;Naikhin;e;494.463662;1576.059166
rab;f;Naikhin;e;500.782348;1557.192745
rab;f;Naikhin;e;516.567863;1563.789974
rab;f;Naikhin;e;516.463713;1582.983789
rab;f;Naikhin;e;514.053982;1590.717806
rab;f;Naikhin;e;516.931547;1564.496073
rab;f;Naikhin;e;518.933183;1537.739590
rab;f;Naikhin;e;530.511227;1526.474075
rab;f;Naikhin;e;526.769152;1520.316527
rab;f;Naikhin;e;513.170302;1512.847420
rab;f;Naikhin;e;502.646435;1513.396770
rab;f;Naikhin;e;421.713615;1552.762035
rab;f;Naikhin;e;449.454359;1568.087391
rab;f;Naikhin;e;481.715432;1601.135722
rab;f;Naikhin;e;523.635690;1608.529673
rab;f;Naikhin;e;553.407515;1599.437067
rab;f;Naikhin;e;562.183138;1607.398183
rab;f;Naikhin;e;567.295374;1615.592174
rab;f;Naikhin;e;567.863883;1610.948706
rab;f;Naikhin;e;565.420738;1634.489195
rab;f;Naikhin;e;561.833249;1639.024326
rab;f;Naikhin;e;557.902025;1638.252127
rab;f;Naikhin;e;558.342963;1642.617552
rab;f;Naikhin;e;555.138119;1643.002781
rab;f;Naikhin;e;548.236197;1620.545121
rab;f;Naikhin;e;546.681378;1571.809285
rab;f;Naikhin;e;549.797617;1542.968904
rab;f;Naikhin;e;541.369920;1539.217841
rab;f;Naikhin;e;527.157163;1573.811853
rab;f;Naikhin;e;521.137084;1606.143156
rab;f;Naikhin;e;480.573729;1604.445585
rab;f;Naikhin;e;464.697782;1557.872084
rab;f;Naikhin;e;466.859350;1574.352812
rab;f;Naikhin;e;473.936859;1560.442221
rab;f;Naikhin;e;479.356172;1546.514702
rab;f;Naikhin;e;483.764206;1551.833279
rab;f;Naikhin;e;490.172873;1558.184222
rab;f;Naikhin;e;494.768157;1569.075302
rab;f;Naikhin;e;507.983557;1572.172245
rab;f;Naikhin;e;523.503685;1584.460482
rab;f;Naikhin;e;524.654945;1614.795476
rab;f;Naikhin;e;516.973776;1619.078678
rab;f;Naikhin;e;508.056602;1585.584742
rab;f;Naikhin;e;484.625158;1559.672969
rab;f;Naikhin;e;432.318553;1556.612751
rab;f;Naikhin;e;363.009954;1566.046223
rab;f;Naikhin;e;421.103783;1638.983788
rab;f;Naikhin;I;395.664805;2135.384693
rab;f;Naikhin;I;407.015234;2139.773863
rab;f;Naikhin;I;416.345541;2166.606901
rab;f;Naikhin;I;425.593545;2182.003125
rab;f;Naikhin;I;435.136009;2170.660364
rab;f;Naikhin;I;437.472042;2195.790871
rab;f;Naikhin;I;441.499029;2182.977045
rab;f;Naikhin;I;442.695301;2130.953360
rab;f;Naikhin;I;434.940419;2115.631373
rab;f;Naikhin;I;406.862798;2108.671504
rab;f;Naikhin;I;410.277060;2094.897488
rab;f;Naikhin;I;411.608573;2129.313249
rab;f;Naikhin;I;413.565226;2187.731467
rab;f;Naikhin;I;424.676645;2185.719349
rab;f;Naikhin;I;427.389305;2184.607990
rab;f;Naikhin;I;428.287689;2187.596284
rab;f;Naikhin;I;410.759227;2171.088886
rab;f;Naikhin;I;397.256430;2141.694605
rab;f;Naikhin;I;400.498613;2124.464182
rab;f;Naikhin;I;405.155399;2124.980306
rab;f;Naikhin;I;394.419667;2117.615970
rab;f;Naikhin;I;390.398936;2096.187074
rab;f;Naikhin;I;400.881867;2080.171572
rab;f;Naikhin;I;411.682306;2067.574838
rab;f;Naikhin;I;413.953747;2058.475777
rab;f;Naikhin;I;410.115681;2101.520388
rab;f;Naikhin;I;408.321378;2127.373131
rab;f;Naikhin;I;389.701857;2111.011218
rab;f;Naikhin;I;383.185098;2101.876947
rab;f;Naikhin;I;379.961496;2112.447886
rab;f;Naikhin;I;363.935641;2148.074235
rab;f;Naikhin;I;347.798710;2165.238822
rab;f;Naikhin;I;360.919426;2134.686394
rab;f;Naikhin;I;374.160003;2142.096444
rab;f;Naikhin;I;360.942603;2146.272079
rab;f;Naikhin;I;360.188357;2149.268252
rab;f;Naikhin;I;360.381947;2152.547126
rab;f;Naikhin;I;353.974030;2155.256745
rab;f;Naikhin;I;347.168723;2125.902551
rab;f;Naikhin;I;348.715200;2096.137672
rab;f;Naikhin;I;431.001192;2116.048264
rab;f;Naikhin;I;437.564656;2118.920348
rab;f;Naikhin;I;448.049177;2156.761847
rab;f;Naikhin;I;449.029863;2168.382206
rab;f;Naikhin;I;441.846615;2170.230621
rab;f;Naikhin;I;423.978153;2185.309373
rab;f;Naikhin;I;407.359077;2205.622759
rab;f;Naikhin;I;404.338087;2145.877803
rab;f;Naikhin;I;398.709904;2208.877792
rab;f;Naikhin;I;416.067624;2224.164511
rab;f;Naikhin;I;434.625223;2190.791200
rab;f;Naikhin;I;447.465819;2237.211771
rab;f;Naikhin;I;453.377489;2237.681120
rab;f;Naikhin;I;453.097532;2224.343522
rab;f;Naikhin;I;445.848156;2193.130203
rab;f;Naikhin;I;427.692208;2187.262654
rab;f;Naikhin;I;379.719995;2159.856565
rab;f;Naikhin;I;332.372105;2134.418178
rab;f;Naikhin;I;324.072394;2059.373877
rab;f;Naikhin;I;324.822470;2093.005699
rab;f;Naikhin;I;331.908257;2172.449673
rab;f;Naikhin;I;334.845195;2117.155297
rab;f;Naikhin;I;329.492150;2070.132424
rab;f;Naikhin;I;343.791826;2060.281621
rab;f;Naikhin;I;382.830657;2068.658848
rab;f;Naikhin;I;396.381080;2116.601689
rab;f;Naikhin;I;380.106328;2095.070728
rab;f;Naikhin;I;355.168363;2118.421002
rab;f;Naikhin;I;356.428564;2150.427888
rab;f;Naikhin;I;353.808666;2135.446441
rab;f;Naikhin;I;326.168231;2111.194712
rab;f;Naikhin;I;303.197101;2100.014936
