dictor;sex;village;sound;f1;f2
ltk;f;Naikhin;i;488.493911;2668.887969
ltk;f;Naikhin;i;484.452350;2610.877627
ltk;f;Naikhin;i;487.646619;2581.391432
ltk;f;Naikhin;i;505.126821;2700.050368
ltk;f;Naikhin;i;516.965164;2828.066306
ltk;f;Naikhin;i;522.184168;2734.491687
ltk;f;Naikhin;i;520.321759;2713.598151
ltk;f;Naikhin;i;529.368310;2610.960210
ltk;f;Naikhin;i;548.407832;2547.945447
ltk;f;Naikhin;i;587.430150;2575.034670
ltk;f;Naikhin;i;601.094747;2588.956299
ltk;f;Naikhin;i;620.313655;2551.588146
ltk;f;Naikhin;i;598.077928;2614.760251
ltk;f;Naikhin;i;314.769466;2261.521857
ltk;f;Naikhin;i;332.767305;2684.511128
ltk;f;Naikhin;i;344.710359;2335.076746
ltk;f;Naikhin;i;372.622132;2781.510423
ltk;f;Naikhin;i;399.114585;2827.016945
ltk;f;Naikhin;i;439.717857;2595.597782
ltk;f;Naikhin;i;475.099153;2572.540680
ltk;f;Naikhin;i;455.502470;2754.485398
ltk;f;Naikhin;i;430.786078;2843.687825
ltk;f;Naikhin;i;456.578111;2730.173951
ltk;f;Naikhin;i;421.495352;2747.455714
ltk;f;Naikhin;i;441.154662;2749.492067
ltk;f;Naikhin;i;441.318202;2661.122949
ltk;f;Naikhin;i;390.524385;2797.592931
ltk;f;Naikhin;i;145.969746;2721.142232
ltk;f;Naikhin;i;378.927925;2637.723136
ltk;f;Naikhin;i;355.756290;2776.786061
ltk;f;Naikhin;i;348.662118;2860.972541
ltk;f;Naikhin;i;344.092194;2690.112020
ltk;f;Naikhin;i;329.789549;2578.710458
ltk;f;Naikhin;i;315.242972;2558.849632
ltk;f;Naikhin;i;317.992728;2581.198513
ltk;f;Naikhin;i;325.169943;2436.870563
ltk;f;Naikhin;i;340.662200;2241.318264
ltk;f;Naikhin;i;329.759230;2318.368488
ltk;f;Naikhin;i;311.580663;2453.748918
ltk;f;Naikhin;i;300.869742;2796.129622
ltk;f;Naikhin;i;340.026606;2658.453111
ltk;f;Naikhin;i;359.557287;2627.710785
ltk;f;Naikhin;i;383.605278;2567.498934
ltk;f;Naikhin;i;377.947096;2565.511972
ltk;f;Naikhin;i;360.514297;2579.482135
ltk;f;Naikhin;i;365.781215;2543.078167
ltk;f;Naikhin;i;372.611128;2501.142794
ltk;f;Naikhin;i;386.838112;2508.812299
ltk;f;Naikhin;i;402.617701;2568.549617
ltk;f;Naikhin;i;423.913978;2599.049927
ltk;f;Naikhin;i;392.027363;2544.689018
ltk;f;Naikhin;i;374.374431;2538.160946
ltk;f;Naikhin;i;384.144678;2499.145536
ltk;f;Naikhin;i;388.313777;2545.390749
ltk;f;Naikhin;i;403.869088;2568.838976
ltk;f;Naikhin;i;402.411366;2581.087302
ltk;f;Naikhin;i;373.356608;2606.756393
ltk;f;Naikhin;i;340.038714;2653.640322
ltk;f;Naikhin;i;330.647776;2608.124380
ltk;f;Naikhin;i;295.162218;2599.984972
ltk;f;Naikhin;i;298.049874;2636.861555
ltk;f;Naikhin;i;314.954773;2628.824118
ltk;f;Naikhin;i;288.317279;2592.268631
ltk;f;Naikhin;i;283.974970;2634.720169
ltk;f;Naikhin;i;293.650932;2631.635759
ltk;f;Naikhin;i;340.660216;2482.119912
ltk;f;Naikhin;i;303.475989;2443.427676
ltk;f;Naikhin;i;317.631542;2378.827053
ltk;f;Naikhin;i;319.056948;2425.836330
ltk;f;Naikhin;i;314.105233;2658.761202
ltk;f;Naikhin;i;326.286928;2193.914506
ltk;f;Naikhin;i;320.359181;2090.825503
ltk;f;Naikhin;i;322.438311;1933.693364
ltk;f;Naikhin;i;322.230847;2297.940390
ltk;f;Naikhin;i;321.549412;2542.453205
ltk;f;Naikhin;i;318.362081;2320.193809
ltk;f;Naikhin;i;338.303140;2816.708371
ltk;f;Naikhin;i;357.315310;2653.319078
ltk;f;Naikhin;i;364.016111;2556.657471
ltk;f;Naikhin;i;371.113293;2505.788469
ltk;f;Naikhin;i;364.053882;2517.548977
ltk;f;Naikhin;i;365.094615;2531.242225
ltk;f;Naikhin;i;377.728479;2550.040539
ltk;f;Naikhin;i;388.067993;2601.767552
ltk;f;Naikhin;i;392.673172;2556.518904
ltk;f;Naikhin;i;385.680384;2467.559793
ltk;f;Naikhin;i;380.543060;2506.536005
ltk;f;Naikhin;i;369.244396;2555.111952
ltk;f;Naikhin;i;365.771722;2542.659842
ltk;f;Naikhin;i;363.477350;2542.213498
ltk;f;Naikhin;i;336.062914;2566.795422
ltk;f;Naikhin;i;278.821997;2672.872242
ltk;f;Naikhin;i;254.595241;2658.338327
ltk;f;Naikhin;i;284.408531;2586.092088
ltk;f;Naikhin;i;323.586252;2624.903866
ltk;f;Naikhin;i;350.169997;2665.497142
ltk;f;Naikhin;i;314.359838;2684.999283
ltk;f;Naikhin;i;277.931084;2645.238552
ltk;f;Naikhin;i;295.580474;2624.956008
ltk;f;Naikhin;i;264.297252;2699.239231
ltk;f;Naikhin;i;258.252189;2763.160349
ltk;f;Naikhin;i;257.985812;2706.113649
ltk;f;Naikhin;i;261.466883;2761.259127
ltk;f;Naikhin;i;289.189271;2877.893383
ltk;f;Naikhin;i;322.821865;2899.959882
ltk;f;Naikhin;i;309.687463;2342.482062
ltk;f;Naikhin;i;320.667057;2012.941102
ltk;f;Naikhin;i;318.947526;2425.487404
ltk;f;Naikhin;i;327.151233;2641.165585
ltk;f;Naikhin;i;320.623334;2916.172894
ltk;f;Naikhin;i;315.831855;2774.495135
ltk;f;Naikhin;i;317.785828;2540.716145
ltk;f;Naikhin;i;319.890964;2536.837103
ltk;f;Naikhin;i;313.454877;2556.187949
ltk;f;Naikhin;i;313.968552;2593.908374
ltk;f;Naikhin;i;310.609645;2726.211098
ltk;f;Naikhin;i;309.500146;2707.977796
ltk;f;Naikhin;i;310.547245;2638.672564
ltk;f;Naikhin;i;311.276119;2632.358182
ltk;f;Naikhin;i;310.703080;2619.515581
ltk;f;Naikhin;i;310.046575;2600.613009
ltk;f;Naikhin;i;309.877609;2605.368498
ltk;f;Naikhin;i;306.584116;2637.518697
ltk;f;Naikhin;i;309.048980;2730.125580
ltk;f;Naikhin;i;321.995806;2654.861526
ltk;f;Naikhin;i;349.176360;2851.119533
ltk;f;Naikhin;i;369.838952;2647.080191
ltk;f;Naikhin;i;365.108831;2689.808908
ltk;f;Naikhin;i;356.020885;2557.225671
ltk;f;Naikhin;i;371.540992;2578.149432
ltk;f;Naikhin;i;374.591092;2655.574280
ltk;f;Naikhin;i;391.080565;2821.473951
ltk;f;Naikhin;i;363.050485;2767.658368
ltk;f;Naikhin;i;388.413104;2783.489691
ltk;f;Naikhin;i;416.440601;2647.967022
ltk;f;Naikhin;i;450.906331;2653.084083
ltk;f;Naikhin;i;444.691621;2658.336567
ltk;f;Naikhin;i;456.883397;2684.598580
ltk;f;Naikhin;i;539.803198;2896.868218
ltk;f;Naikhin;i;452.468023;2732.429051
ltk;f;Naikhin;i;356.898226;2781.327295
ltk;f;Naikhin;i;361.932749;2668.082990
ltk;f;Naikhin;i;444.454256;2677.953400
ltk;f;Naikhin;i;298.022832;1841.042184
ltk;f;Naikhin;i;325.793649;2740.686508
ltk;f;Naikhin;i;359.259549;2646.150542
ltk;f;Naikhin;i;387.535637;2617.577081
ltk;f;Naikhin;i;378.187429;2629.563488
ltk;f;Naikhin;i;376.434637;2559.584188
ltk;f;Naikhin;i;351.450058;2601.310661
ltk;f;Naikhin;i;331.625373;2696.074650
ltk;f;Naikhin;i;336.282401;2653.628127
ltk;f;Naikhin;i;313.146645;2615.217909
ltk;f;Naikhin;i;287.683047;2672.122487
ltk;f;Naikhin;i;324.692631;2653.908450
ltk;f;Naikhin;i;367.322348;2636.269585
ltk;f;Naikhin;i;372.824249;2593.419129
ltk;f;Naikhin;i;375.859182;2484.425680
ltk;f;Naikhin;i;378.712724;2403.758984
ltk;f;Naikhin;i;383.913841;2359.235974
ltk;f;Naikhin;i;362.606861;2476.130171
ltk;f;Naikhin;i;348.173546;2511.539624
ltk;f;Naikhin;i;341.221611;2532.299003
ltk;f;Naikhin;i;373.441283;2526.843944
ltk;f;Naikhin;i;433.118625;2499.041336
ltk;f;Naikhin;i;478.410709;2458.296213
ltk;f;Naikhin;i;493.277773;2398.150708
ltk;f;Naikhin;i;504.259402;2418.809271
ltk;f;Naikhin;i;537.811253;2318.033652
ltk;f;Naikhin;i;545.562089;2130.288635
ltk;f;Naikhin;i;510.111471;2136.506569
ltk;f;Naikhin;i;549.446993;2152.320707
ltk;f;Naikhin;i;333.658610;2674.015249
ltk;f;Naikhin;i;354.074169;2668.381764
ltk;f;Naikhin;i;359.119203;2560.582734
ltk;f;Naikhin;i;353.263379;2519.771886
ltk;f;Naikhin;i;353.118506;2568.782152
ltk;f;Naikhin;i;351.466165;2605.647576
ltk;f;Naikhin;i;352.851105;2611.428192
ltk;f;Naikhin;i;356.582960;2631.731021
ltk;f;Naikhin;i;361.340032;2631.992807
ltk;f;Naikhin;i;367.534326;2615.420928
ltk;f;Naikhin;i;372.381263;2584.125407
ltk;f;Naikhin;i;383.427551;2584.062346
ltk;f;Naikhin;i;392.620626;2610.469359
ltk;f;Naikhin;i;384.582597;2606.029316
ltk;f;Naikhin;i;362.981596;2592.371207
ltk;f;Naikhin;i;360.178219;2595.806256
ltk;f;Naikhin;i;366.616840;2602.693201
ltk;f;Naikhin;i;377.594532;2585.981888
ltk;f;Naikhin;i;420.123438;2532.314463
ltk;f;Naikhin;i;495.593854;2519.233131
ltk;f;Naikhin;i;551.334046;2524.440892
ltk;f;Naikhin;i;601.830900;2495.730066
ltk;f;Naikhin;i;640.606737;2440.052400
ltk;f;Naikhin;i;662.959642;2383.167194
ltk;f;Naikhin;i;601.645883;2349.342170
ltk;f;Naikhin;i;477.975111;2223.268626
ltk;f;Naikhin;i;424.784237;2115.558166
ltk;f;Naikhin;i;436.618227;2044.253381
ltk;f;Naikhin;i;442.136892;2025.060007
ltk;f;Naikhin;i;466.234754;2018.524169
ltk;f;Naikhin;i;333.543820;1925.465908
ltk;f;Naikhin;i;322.657064;2623.985342
ltk;f;Naikhin;i;321.088381;2571.503418
ltk;f;Naikhin;i;326.215943;2547.366464
ltk;f;Naikhin;i;331.534722;2581.537259
ltk;f;Naikhin;i;337.014691;2635.616142
ltk;f;Naikhin;i;341.920235;2656.070357
ltk;f;Naikhin;i;346.998833;2648.650494
ltk;f;Naikhin;i;349.962371;2690.866920
ltk;f;Naikhin;i;399.009241;2810.824342
ltk;f;Naikhin;i;439.919750;2787.417360
ltk;f;Naikhin;i;448.345463;2666.856283
ltk;f;Naikhin;i;462.214640;2591.911728
ltk;f;Naikhin;i;478.076443;2624.683903
ltk;f;Naikhin;i;495.140320;2650.000442
ltk;f;Naikhin;i;509.205249;2840.452501
ltk;f;Naikhin;i;557.729711;2161.086933
ltk;f;Naikhin;i;551.034737;2391.832547
ltk;f;Naikhin;i;527.920152;2316.451072
ltk;f;Naikhin;i;546.602861;2131.423389
ltk;f;Naikhin;i;601.939031;2079.877887
ltk;f;Naikhin;i;647.766294;2062.126653
ltk;f;Naikhin;i;675.633027;1999.430582
ltk;f;Naikhin;i;690.956556;1992.901445
ltk;f;Naikhin;I;400.583637;2689.823417
ltk;f;Naikhin;I;392.676609;2522.332414
ltk;f;Naikhin;I;403.606485;2351.977946
ltk;f;Naikhin;I;418.650657;2303.936932
ltk;f;Naikhin;I;425.483704;2358.928101
ltk;f;Naikhin;I;428.482109;2346.530196
ltk;f;Naikhin;I;435.669581;2331.200275
ltk;f;Naikhin;I;428.097756;2355.475801
ltk;f;Naikhin;I;401.102336;2354.800112
ltk;f;Naikhin;I;368.016914;2299.853226
ltk;f;Naikhin;I;310.205662;2332.110631
ltk;f;Naikhin;I;370.286991;2415.311375
ltk;f;Naikhin;I;411.572732;2295.123958
ltk;f;Naikhin;I;375.663195;2460.811328
ltk;f;Naikhin;I;386.402289;2425.995514
ltk;f;Naikhin;I;408.114955;2367.572879
ltk;f;Naikhin;I;419.390175;2347.030478
ltk;f;Naikhin;I;441.512957;2370.970426
ltk;f;Naikhin;I;457.587338;2337.950278
ltk;f;Naikhin;I;460.983410;2304.208707
ltk;f;Naikhin;I;462.314658;2314.218725
ltk;f;Naikhin;I;454.256659;2319.511592
ltk;f;Naikhin;I;451.718395;2325.600612
ltk;f;Naikhin;I;428.487597;2333.218796
ltk;f;Naikhin;I;402.588853;2340.699790
ltk;f;Naikhin;I;395.932399;2343.335225
ltk;f;Naikhin;I;383.939845;2329.531540
ltk;f;Naikhin;I;376.654996;2322.952682
ltk;f;Naikhin;I;389.707605;2317.283752
ltk;f;Naikhin;I;371.657731;2306.917252
ltk;f;Naikhin;I;361.497231;2273.302324
ltk;f;Naikhin;I;336.021190;2285.986939
ltk;f;Naikhin;I;321.922168;2321.718256
ltk;f;Naikhin;I;321.492434;2355.359389
ltk;f;Naikhin;I;317.657324;2366.543136
ltk;f;Naikhin;I;310.542995;2392.139145
ltk;f;Naikhin;I;368.635692;2670.913527
ltk;f;Naikhin;I;372.351410;2546.437281
ltk;f;Naikhin;I;371.461596;2534.988297
ltk;f;Naikhin;I;378.036804;2511.835223
ltk;f;Naikhin;I;398.768259;2414.515033
ltk;f;Naikhin;I;410.169925;2210.423059
ltk;f;Naikhin;I;414.050285;2235.453011
ltk;f;Naikhin;I;413.669843;2285.814706
ltk;f;Naikhin;I;437.613131;2340.601515
ltk;f;Naikhin;I;439.514164;2373.979614
ltk;f;Naikhin;I;421.171274;2386.333509
ltk;f;Naikhin;I;398.363655;2348.977799
ltk;f;Naikhin;I;370.089988;2314.085927
ltk;f;Naikhin;I;354.478720;2286.359083
ltk;f;Naikhin;I;340.955074;2249.942360
ltk;f;Naikhin;I;476.712619;2720.647912
ltk;f;Naikhin;I;476.228850;2815.276455
ltk;f;Naikhin;I;469.739769;2802.266731
ltk;f;Naikhin;I;282.047941;2748.964594
ltk;f;Naikhin;I;499.080956;2842.631225
ltk;f;Naikhin;I;444.330460;2897.409861
ltk;f;Naikhin;I;434.101257;2761.330275
ltk;f;Naikhin;I;525.481525;2676.771006
ltk;f;Naikhin;I;583.665861;2697.284770
ltk;f;Naikhin;I;458.145174;2747.925141
ltk;f;Naikhin;I;380.588975;2815.130995
ltk;f;Naikhin;I;380.292101;2816.545515
ltk;f;Naikhin;I;437.779773;2740.992177
ltk;f;Naikhin;I;386.936172;2724.824567
ltk;f;Naikhin;I;383.616572;2719.916749
ltk;f;Naikhin;I;329.874149;2725.566086
ltk;f;Naikhin;I;347.468645;2719.616725
ltk;f;Naikhin;I;297.995409;2786.275428
ltk;f;Naikhin;I;269.216767;2876.012275
ltk;f;Naikhin;I;271.124918;2987.286860
ltk;f;Naikhin;I;329.869826;2966.444618
ltk;f;Naikhin;I;374.086099;2645.077465
ltk;f;Naikhin;I;436.762177;2637.398601
ltk;f;Naikhin;I;484.399973;2652.662108
ltk;f;Naikhin;I;511.667770;2675.603562
ltk;f;Naikhin;I;485.184438;2668.754837
ltk;f;Naikhin;I;398.227963;2645.925910
ltk;f;Naikhin;I;702.760034;2702.389092
ltk;f;Naikhin;I;669.520144;2806.323134
ltk;f;Naikhin;I;537.956495;2730.035535
ltk;f;Naikhin;I;357.667852;2782.636733
ltk;f;Naikhin;I;339.476794;2797.453369
ltk;f;Naikhin;I;388.421681;2698.408617
ltk;f;Naikhin;I;342.836159;2677.438312
ltk;f;Naikhin;I;279.891688;2778.648745
ltk;f;Naikhin;I;282.401028;2731.586449
ltk;f;Naikhin;I;377.371937;2643.754262
ltk;f;Naikhin;I;398.084165;2650.289592
ltk;f;Naikhin;I;373.107482;2706.981284
ltk;f;Naikhin;I;364.635231;2763.279494
ltk;f;Naikhin;I;358.312646;2656.122125
ltk;f;Naikhin;I;341.693253;2673.247983
ltk;f;Naikhin;I;344.028411;2729.080500
ltk;f;Naikhin;I;337.948834;2701.178549
ltk;f;Naikhin;I;357.468261;2729.584535
ltk;f;Naikhin;I;383.411872;2658.363106
ltk;f;Naikhin;I;393.324382;2609.423195
ltk;f;Naikhin;I;416.233511;2575.341445
ltk;f;Naikhin;I;438.867043;2528.644309
ltk;f;Naikhin;I;451.183383;2613.401787
ltk;f;Naikhin;I;460.746573;2630.082482
ltk;f;Naikhin;I;456.134314;2671.330590
ltk;f;Naikhin;I;456.457213;2674.936160
ltk;f;Naikhin;I;463.298561;2610.980863
ltk;f;Naikhin;I;444.284616;2597.447414
ltk;f;Naikhin;I;422.098572;2585.192612
ltk;f;Naikhin;I;427.066923;2678.253837
ltk;f;Naikhin;I;420.455246;2734.569826
ltk;f;Naikhin;I;432.560053;2568.649209
ltk;f;Naikhin;I;408.414372;2136.845308
ltk;f;Naikhin;I;414.491326;2579.330087
ltk;f;Naikhin;I;416.352251;2567.425522
ltk;f;Naikhin;I;430.104746;2569.796071
ltk;f;Naikhin;I;419.690320;2551.193718
ltk;f;Naikhin;I;417.139194;2558.843684
ltk;f;Naikhin;I;425.456254;2543.746627
ltk;f;Naikhin;I;437.528502;2519.417046
ltk;f;Naikhin;I;455.027670;2528.185253
ltk;f;Naikhin;I;464.444388;2476.974311
ltk;f;Naikhin;I;462.948514;2435.616767
ltk;f;Naikhin;I;463.519561;2337.012339
ltk;f;Naikhin;I;462.097667;2211.615588
ltk;f;Naikhin;I;458.437640;2232.421197
ltk;f;Naikhin;I;451.130143;2342.073278
ltk;f;Naikhin;I;489.248957;2588.421882
ltk;f;Naikhin;I;450.802864;2564.083070
ltk;f;Naikhin;I;438.814879;2567.859073
ltk;f;Naikhin;I;453.969792;2598.461928
ltk;f;Naikhin;I;481.852658;2525.659178
ltk;f;Naikhin;I;476.129614;2490.838339
ltk;f;Naikhin;I;440.614238;2549.343422
ltk;f;Naikhin;I;427.498098;2011.936758
ltk;f;Naikhin;I;429.063825;2613.343673
ltk;f;Naikhin;I;431.129692;2570.933053
ltk;f;Naikhin;I;435.061258;2013.259257
ltk;f;Naikhin;I;439.289438;1966.131675
ltk;f;Naikhin;I;443.952719;2322.660737
ltk;f;Naikhin;I;444.071410;2484.943433
ltk;f;Naikhin;I;440.926219;2544.342257
ltk;f;Naikhin;I;438.142947;2421.608470
ltk;f;Naikhin;I;440.139228;2287.029722
ltk;f;Naikhin;I;436.698928;2242.713743
ltk;f;Naikhin;I;423.169412;2234.055749
ltk;f;Naikhin;I;485.295175;2506.427503
ltk;f;Naikhin;I;487.564605;2469.013418
ltk;f;Naikhin;I;501.032148;2546.030521
ltk;f;Naikhin;I;513.413211;2789.789591
ltk;f;Naikhin;I;505.803958;2694.142019
ltk;f;Naikhin;I;481.448938;2572.475132
ltk;f;Naikhin;I;460.603486;2377.088667
ltk;f;Naikhin;I;487.367353;2298.094415
ltk;f;Naikhin;I;518.003719;2314.194987
ltk;f;Naikhin;I;450.222033;2199.159682
ltk;f;Naikhin;I;446.911567;2100.098986
ltk;f;Naikhin;I;466.524088;2323.135748
ltk;f;Naikhin;I;480.161165;2268.978922
ltk;f;Naikhin;I;482.879714;2282.856034
ltk;f;Naikhin;I;486.611612;2266.145552
ltk;f;Naikhin;e;404.051441;1387.717795
ltk;f;Naikhin;e;398.880558;1238.067974
ltk;f;Naikhin;e;404.694657;1263.616025
ltk;f;Naikhin;e;429.115134;1260.450565
ltk;f;Naikhin;e;433.996580;1253.072104
ltk;f;Naikhin;e;432.656855;1253.764067
ltk;f;Naikhin;e;438.806329;1238.455389
ltk;f;Naikhin;e;441.344425;1198.844812
ltk;f;Naikhin;e;445.783811;1190.917554
ltk;f;Naikhin;e;456.988229;1231.954400
ltk;f;Naikhin;e;462.222275;1213.076680
ltk;f;Naikhin;e;467.170706;1213.157482
ltk;f;Naikhin;e;474.489354;1228.788909
ltk;f;Naikhin;e;478.765206;1237.805782
ltk;f;Naikhin;e;478.541000;1238.340600
ltk;f;Naikhin;e;469.581408;1233.410317
ltk;f;Naikhin;e;464.501610;1258.773693
ltk;f;Naikhin;e;459.322663;1260.284596
ltk;f;Naikhin;e;480.441142;1273.353564
ltk;f;Naikhin;e;513.375366;1259.615905
ltk;f;Naikhin;e;545.821985;1282.538018
ltk;f;Naikhin;e;504.067460;1295.202255
ltk;f;Naikhin;e;477.570281;1286.499043
ltk;f;Naikhin;e;474.314655;1247.698663
ltk;f;Naikhin;e;494.161493;1227.501376
ltk;f;Naikhin;e;524.603955;1240.088191
ltk;f;Naikhin;e;531.250501;1231.675010
ltk;f;Naikhin;e;510.854255;1192.044020
ltk;f;Naikhin;e;462.613501;1167.214818
ltk;f;Naikhin;e;412.411049;1155.324860
ltk;f;Naikhin;e;403.968893;1107.809640
ltk;f;Naikhin;e;384.495167;1076.131410
ltk;f;Naikhin;e;395.284302;1100.581338
ltk;f;Naikhin;e;404.019683;1387.969102
ltk;f;Naikhin;e;423.291611;1303.270943
ltk;f;Naikhin;e;450.117767;1320.726107
ltk;f;Naikhin;e;480.130251;1448.997950
ltk;f;Naikhin;e;477.258423;1502.984463
ltk;f;Naikhin;e;490.568533;1478.962977
ltk;f;Naikhin;e;498.494702;1390.387013
ltk;f;Naikhin;e;508.522195;1318.525834
ltk;f;Naikhin;e;512.642516;1273.490305
ltk;f;Naikhin;e;515.447457;1238.601406
ltk;f;Naikhin;e;516.864917;1235.379134
ltk;f;Naikhin;e;521.397632;1237.765457
ltk;f;Naikhin;e;531.456956;1284.539687
ltk;f;Naikhin;e;540.743464;1385.249445
ltk;f;Naikhin;e;541.750204;1391.912449
ltk;f;Naikhin;e;539.232469;1386.287913
ltk;f;Naikhin;e;535.949903;1395.790873
ltk;f;Naikhin;e;528.248076;1325.758071
ltk;f;Naikhin;e;520.320845;1293.856944
ltk;f;Naikhin;e;515.102389;1296.513688
ltk;f;Naikhin;e;506.653567;1274.530685
ltk;f;Naikhin;e;483.208424;1271.295883
ltk;f;Naikhin;e;463.737300;1276.332768
ltk;f;Naikhin;e;444.705253;1264.111219
ltk;f;Naikhin;e;430.142086;1233.519159
ltk;f;Naikhin;e;458.187216;1190.772657
ltk;f;Naikhin;e;466.066058;1204.865872
ltk;f;Naikhin;e;454.608882;1526.004206
ltk;f;Naikhin;e;473.889810;1644.748884
ltk;f;Naikhin;e;469.766152;1611.778425
ltk;f;Naikhin;e;461.242010;1567.417287
ltk;f;Naikhin;e;485.731662;1476.946171
ltk;f;Naikhin;e;489.903968;1516.736409
ltk;f;Naikhin;e;493.100053;1498.672642
ltk;f;Naikhin;e;495.583356;1388.317990
ltk;f;Naikhin;e;506.488703;1333.535325
ltk;f;Naikhin;e;531.800919;1367.608094
ltk;f;Naikhin;e;529.225937;1333.403042
ltk;f;Naikhin;e;527.403160;1261.943033
ltk;f;Naikhin;e;527.068988;1227.030735
ltk;f;Naikhin;e;520.142588;1271.178572
ltk;f;Naikhin;e;509.153507;1272.321671
ltk;f;Naikhin;e;505.647887;1266.809567
ltk;f;Naikhin;e;475.803077;1133.040062
ltk;f;Naikhin;e;438.737216;1121.639141
ltk;f;Naikhin;e;414.580285;1077.848360
ltk;f;Naikhin;e;379.667864;1160.675925
ltk;f;Naikhin;e;373.350282;1201.456650
ltk;f;Naikhin;e;367.979478;1155.730370
ltk;f;Naikhin;e;383.875393;1141.731818
ltk;f;Naikhin;e;414.792596;1482.723571
ltk;f;Naikhin;e;415.192324;1438.798246
ltk;f;Naikhin;e;424.706088;1404.747682
ltk;f;Naikhin;e;447.540493;1406.904531
ltk;f;Naikhin;e;451.111052;1401.440992
ltk;f;Naikhin;e;464.612827;1400.943723
ltk;f;Naikhin;e;489.195185;1393.513943
ltk;f;Naikhin;e;503.389542;1382.168588
ltk;f;Naikhin;e;533.617030;1359.465342
ltk;f;Naikhin;e;471.676930;1446.115281
ltk;f;Naikhin;e;508.290037;1427.637917
ltk;f;Naikhin;e;518.757723;1412.832210
ltk;f;Naikhin;e;512.740143;1407.567494
ltk;f;Naikhin;e;507.512615;1397.881452
ltk;f;Naikhin;e;520.660483;1423.795304
ltk;f;Naikhin;e;539.801779;1393.591007
ltk;f;Naikhin;e;550.026237;1339.566110
ltk;f;Naikhin;e;548.932266;1302.610860
ltk;f;Naikhin;e;549.122661;1275.573272
ltk;f;Naikhin;e;547.232381;1259.608177
ltk;f;Naikhin;e;548.779564;1256.319680
ltk;f;Naikhin;e;549.870366;1236.808033
ltk;f;Naikhin;e;479.382024;1343.550860
ltk;f;Naikhin;e;473.117728;1360.422370
ltk;f;Naikhin;e;475.517003;1358.564196
ltk;f;Naikhin;e;479.901643;1359.536703
ltk;f;Naikhin;e;479.530441;1357.160687
ltk;f;Naikhin;e;480.596155;1353.439617
ltk;f;Naikhin;e;477.705663;1330.668956
ltk;f;Naikhin;e;478.308506;1270.567754
ltk;f;Naikhin;e;477.416454;1242.901181
ltk;f;Naikhin;e;476.785602;1266.386719
ltk;f;Naikhin;e;473.272118;1263.628411
ltk;f;Naikhin;e;467.116307;1201.122965
ltk;f;Naikhin;e;455.224140;1141.576106
ltk;f;Naikhin;e;440.925685;1125.912886
ltk;f;Naikhin;e;427.360673;1079.911700
ltk;f;Naikhin;e;418.154575;1022.703338
ltk;f;Naikhin;e;481.740104;1532.289782
ltk;f;Naikhin;e;466.706320;1405.093661
ltk;f;Naikhin;e;476.185421;1401.845717
ltk;f;Naikhin;e;450.412037;1280.933178
ltk;f;Naikhin;e;535.881393;1348.269508
ltk;f;Naikhin;e;489.513518;1347.885615
ltk;f;Naikhin;e;469.856814;1326.609331
ltk;f;Naikhin;e;442.428577;1335.387894
ltk;f;Naikhin;e;432.047432;1311.026131
ltk;f;Naikhin;e;439.353427;1202.032354
ltk;f;Naikhin;e;447.329828;1077.049618
ltk;f;Naikhin;e;460.095065;1128.139711
ltk;f;Naikhin;e;449.190302;1059.087845
ltk;f;Naikhin;e;434.216630;1226.008279
ltk;f;Naikhin;e;425.901642;1196.797718
ltk;f;Naikhin;e;446.684342;1190.156561
ltk;f;Naikhin;e;464.046992;1233.763061
ltk;f;Naikhin;e;526.502635;1684.806355
ltk;f;Naikhin;e;548.840278;1689.690486
ltk;f;Naikhin;e;560.644459;1519.516553
ltk;f;Naikhin;e;563.725806;1407.834748
ltk;f;Naikhin;e;573.934856;1364.067412
ltk;f;Naikhin;e;552.996851;1335.806105
ltk;f;Naikhin;e;558.291907;1354.415379
ltk;f;Naikhin;e;555.898655;1366.666987
ltk;f;Naikhin;e;570.302910;1358.699149
ltk;f;Naikhin;e;567.060335;1359.830374
ltk;f;Naikhin;e;514.899930;1325.110963
ltk;f;Naikhin;e;483.556950;1294.045821
ltk;f;Naikhin;e;446.487411;1275.457073
ltk;f;Naikhin;e;419.972955;1214.269723
ltk;f;Naikhin;e;424.430272;1204.947365
ltk;f;Naikhin;e;503.732979;1371.793795
ltk;f;Naikhin;e;555.382519;1862.110212
ltk;f;Naikhin;e;565.995592;1805.089557
ltk;f;Naikhin;e;630.686039;1623.966735
ltk;f;Naikhin;e;566.663408;1772.091825
ltk;f;Naikhin;e;567.292377;1572.285801
ltk;f;Naikhin;e;541.165253;1312.932081
ltk;f;Naikhin;e;585.625470;1144.632178
ltk;f;Naikhin;e;584.879754;1029.903138
ltk;f;Naikhin;e;569.637448;1373.617553
ltk;f;Naikhin;e;597.748661;1768.397861
ltk;f;Naikhin;e;616.316174;2074.282922
ltk;f;Naikhin;e;576.821581;2120.886619
ltk;f;Naikhin;e;558.959119;2161.068901
ltk;f;Naikhin;e;553.122288;2060.716293
ltk;f;Naikhin;e;531.413217;2071.163868
ltk;f;Naikhin;e;481.125050;2004.177441
ltk;f;Naikhin;e;464.935817;1546.790021
ltk;f;Naikhin;e;475.783337;1532.328301
ltk;f;Naikhin;e;459.011414;1465.910846
ltk;f;Naikhin;e;463.166547;1407.652988
